filename	numreads	meanreadlength	meandepth_wcvg	numpos	numpos_wcvg	meandepth	pctpos_wcvg
mkBAM_ddocent/Zdi-ADup_012-Ex1-11A-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	14696	84.1579	1.02561	689690477	615935	0.000915931	0.089306
mkBAM_ddocent/Zdi-ADup_004-Ex1-10A-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	34658	73.4785	1.03402	689690477	1238205	0.00185638	0.179531
mkBAM_ddocent/Zdi-ADup_020-Ex1-12A-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	10375	78.9044	1.03822	689690477	392067	0.000590195	0.0568468
mkBAM_ddocent/Zdi-ADup_010-Ex1-10G-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	297879	81.5011	1.05633	689690477	11554720	0.0176972	1.67535
mkBAM_ddocent/Zdi-ADup_013-Ex1-12F-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	711137	82.6016	1.08613	689690477	27351916	0.043074	3.96582
mkBAM_ddocent/Zdi-ADup_005-Ex1-10B-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	917248	77.3223	1.09074	689690477	31804698	0.0502989	4.61145
mkBAM_ddocent/Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	1458797	79.2911	1.09788	689690477	52996769	0.0843626	7.68414
mkBAM_ddocent/Zdi-ADup_021-Ex1-12B-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	108537	85.8067	1.04859	689690477	4481569	0.00681368	0.649794
mkBAM_ddocent/Zdi-ADup_024-Ex1-12E-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	484286	75.1152	1.08434	689690477	16267172	0.0255755	2.35862
mkBAM_ddocent/Zdi-ADup_025-Ex1-2A-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	180191	67.3586	1.04073	689690477	5821296	0.00878423	0.844045
mkBAM_ddocent/Zdi-ADup_026-Ex1-12G-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	1752885	73.4792	1.13185	689690477	56224919	0.0922706	8.1522
mkBAM_ddocent/Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	5342219	89.0223	1.31656	689690477	183145787	0.34961	26.5548
mkBAM_ddocent/Zdi-ADup_029-Ex1-1A-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	12345	72.4896	1.0525	689690477	427981	0.000653119	0.0620541
mkBAM_ddocent/Zdi-ADup_030-Ex1-1B-lcwgs-1-1.clmp.fp2_repr.genbank.Zdi-RG.bam	120654	70.3415	1.07239	689690477	3896754	0.00605901	0.565
